id,gamespot_id,title,documents
103,252,Star Trek: The Next Generation: Klingon Honor Guard,"In the Ultimate Test of Honor, There Will Be NO Diplomatic Solution!
Plunge into the Star Trek universe in this fast-paced, high-action, first-person shooter using the Unreal 3-D engine. Mayhem reigns as an assassination attempt on Gowron, leader of the Klingon High Council, has left the Empire shocked and screaming for revenge. As a member of the elite Klingon Honor Guard, the most brutal combat specialists in the galaxy, you must fulfill your blood oath -- become the ultimate warrior and exact glorious revenge on those who would destroy the Klingon Empire!
- Guard against a vicious onslaught of opponents -- including veteran Klingon warriors!
- Explore 19 huge missions in 7 unique Star Trek worlds, including the Klingon Bird of Prey, Rure Penthe' Prison and Tong Vey Klingon City.
- Wield 10 unique weapons, including assault disruptors, rocket launchers and particle dispersal cannons.
- Encounter 24 formidable enemy types and a razor-sharp enemy AI.
- Go for the throat and show no mercy in the Deathmatch or cooperative mission-based battles via LAN or Internet. Or, create your own holodeck environments and battle over the Internet!
- Master close-in fighting techniques using the deadly Bat'leth and D'k tahg blades.
- Features the voices of four veteran actors from the popular Star Trek: The Next Generation TV show, including Tony Todd as Captain Kurn.::Klingon Honor Guard is a decent action game utilizing the Star Trek franchise."
104,253,Official Formula 1 Racing,"Passion, energy and power, fused with commitment and professionalism are essential components of the Formula 1 lifestyle.

You want the lifestyle...take control...play Official Formula 1 Racing.

Schumacher...Hakkinene...Coulthard...Hil, now it's your turn...flying around the Spa circuit in the fog or around the famous streets of Monaco.

Using all the official FIA data from the '98 Formula One World Championship, all 11 teams and 16 circuits are realistically represented in the highest detail for your satisfaction and enjoyment. You can experience the ultimate realism in F1 driving using 'Simulation' mode or simply have fun playing in 'Arcade' mode. The choice is yours!::Official Formula 1 Racing achieves only moderate success either as an arcade racer or as a serious simulation."
105,260,Star Wars: X-Wing Alliance,"A neutral family fights for its business-and its survival-and is swept up in the struggle against the enroaching Empire. You must defy the strong-arm tactics of a rival family who will stop at nothing to destroy your trading company. Ultimately, you will join the Rebel Alliance for a series of covert assignments and uncover information about the Empire's second Death Star project. The finale? You'll find yourself at the controls of the legendary Millennium Falcon, flying against the massive Imperial fleet in the Battle of Endore. X-Wing Alliance puts you right in the middle of the epic Star Wars conflict-and takes space combat excitement to new heights.::With X-Wing Alliance, Totally Games and LucasArts have at last delivered the game that many players had hoped X-Wing vs. TIE Fighter would be."
106,261,Worms Armageddon,"Those intrepid invertebrates return with a vengeance in the much-loved Worms Armageddon. Its a whole new can of worms! Its hilarious fun that you can enjoy on your own or with all your friends.::While this game may look cute, it is in fact as sophisticated and enjoyable as the very best strategy games out there."
107,264,Dungeon Keeper 2,"Create your own dungeon empire! Dig out your underground kingdom. Populate your dungeon with a variety of beasts - such as the Skeletons, Dark Elves, Trolls and evil Warlocks. Prepare them for battle with training rooms, workshops and magical libraries. Command your hordes in frenzied battles against the invading forces of heroic good. Summon the dreaded Horned Reaper to deliver the final knockout blow to help complete your evil quest.::It's impossible that you won't find something to like about Dungeon Keeper 2."
108,266,Need for Speed: High Stakes,"RISK IT ALL TO WIN

- 19 Hot Cars to collect & customize.
- Lay down your earnings on faster cars.
- High Stakes mode: lose the race, lose your car.
- Tru-Hazard real-life incidents & real car damage.
- Hotter Hot Pursuit: choose your side of the law.
- Raise the stages: add traffic, weather, & night driving.::It plays very much like Need for Speed III, but with some extra play modes and one big added feature."
109,268,Madden NFL 2000,"The speed and power of NFL football! Faster moves and breakaway speed for bigger plays. Body slams and collisions, drag-downs and de-cleaters, explosive sticking and crunching gang tackles. Ultra-fast blur moves, helmet-popping hits, more scoring, special animations, and in-your-face commentary. Multiplayer Franchise mode, authentic stadium atmosphere, Hot Routes, Madden Challenge and more!::Fans of the series will undoubtedly call Madden NFL 2000 the best incarnation of the series thus far."
110,269,NHL 2000,"Strap on your skates, grab your stick and head out onto the ice for some hockey action in Electronic Arts' NHL 2000. Play as any of the 28 teams in the NHL, including the 1999 expansion team the Atlanta Thrashers. Every team has authentic players whose abilities are based on their reallife stats.

Play an exhibition game or play for bragging rights in the Stanley Cup playoffs or a 4 to 16team tournament. You can also take your team through up to ten seasons of hockey action and try to build a dynasty worthy of the greatest in history.::NHL 2000 is virtual hockey at its finest."
111,270,Diplomacy (1999),"May your wit be as sharp as your sword, because Avalon Hill's Diplomacy has captured the true spirit of the legendary board game. You'll start as one of the seven pre-WWI superpowers, England, France, Germany, Italy, Russia, Turkey, and Austria-Hungary. T::Not only is the interface clunky and awkward, but the artificial intelligence is terrible, and the multiplayer support is buggy."
112,271,Missile Command,"The year is now and earth is under fire from alien missiles.
Your mission...defend earth's cities from wave upon wave of alien attack. Required...an ability to master new weapons and strategies to mount a counter offensive and save mankind.::Missile Command is just another piece of proof that remakes are never as good as their originals."
113,275,Shadow Man,"A possessed man is coming, stalking criminals in tenements and deserts, subways and swamps, spirit world and real world. A dead man is coming, skull in one hand, Violator in the other...a voodoo mask in his chest and lines of power in his back. Shadow Man is coming. Trailing evil from Liveside to Deadside. To stop an Apocalyse. To save your soul.::It seems silly to malign a game about the undead by calling it lifeless, but that's exactly Shadow Man's problem."
114,278,System Shock 2,"You awake from the cold chill of your cryo-tube to discover cybernetic implants grafted to your flesh and the crew of the starship Von Braun slaughtered. The infected roam the halls, their screams and moans beckoning you to join them as the rogue artificial intelligence known as SHODAN taunts and ridicules your feeble attempt to unravel the horrifying mystery of the derelict starship Von Braun.
Your Training Has Prepared You For This.

*    Choose from 3 specialized branches of the military to utilize unique skills, weaponry, and paranormal psionic powers.
*    Upgrade and enhance your skills to improve hacking, weapon proficiency, and psionic abilities.
*    Discover cryptic audio logs, encounter ghostly apparitions and conduct research to give you the advantage in combat and unlock exotic weapons and items.
*    Play with up to three friends in multiplayer co-op (co-op works in Windows only)::System Shock 2 both retains the best attributes of its predecessor and provides a fresh experience in its own right."
115,279,Darkstone,"The once peaceful world of Uma is living under the dark shadow of the dragon Draak.
Evil is spreading like a virus, and only you can stop it.
Look deep inside yourself -- is there a dragon slayer within?
- An immersive RPG with vivid graphics and addictive gameplay -
- 8 playable characters and 32 environments -
- More than 200 enemies and interactive characters -
- More than 30 types of weapons and 32 different spells -::Darkstone essentially takes Diablo a few steps further, which can only be a good thing, right?"
116,280,Tomb Raider: The Last Revelation,"According to Egyptian legend, Horus, son of the light, outwitted the evil God Set and imprisoned him in a secret tomb. Five thousand years later, Lara Croft discovers the lost tomb and unwittingly unleashes the evil God Set, fulfilling the ancient prophecy of his return to plunge mankind into darkness! In a race against time, Lara must use all her wit and skill to reimprison Set and save the world from Armageddon. Pursued at every turn by her arch-rival, the unscrupulous archaeologist Werner Von Croy, Lara embarks on a journey of discovery across Egypt, where she must overcome the most ingenious puzzles and infernal traps ever devised, and face terrifying evil from beyond the grave...

With more twists and turns than an Egyptian labyrinth, this is heart stopping action-adventure; a Tomb Raider that truly offers...

The Last Revelation.::It is an acceptable game based on its own merits, but, set against its own legacy, it is for all intents and purposes indistinguishable from those that have come before it."
117,281,Grand Theft Auto 2,"Grand Theft Auto is back. The cars are faster. The streets are busier. The bad guys are nastier. The police are angrier. And now, the FBI and the Army are getting involved...

Seven ruthless gangs are involved in a ruthless power struggle and it is up to you to make a name for yourself.::Even though the gameplay is largely the same as in the previous GTA, it's still a lot of fun."
118,282,Schizm: Mysterious Journey,"It is the year 2083.  Several exploration teams have mysteriously disappeared on a newly-discovered planet named Argilus.  Sam and Hanna, the last two members of a rescue team, need your help to unlock the secrets of this strange and exotic landscape.  Shizm is a thrilling first-person 3D adventure game that offers a mix of puzzles--mechanical, logical, sound, and inventory-based.  Prepare yourself for and immersive experience that includes ultra-smooth navigation and full 360 degree panoramic background animations.::Schizm has a thin story, but the puzzles were obviously created by and for people who love a daunting task."
119,283,Abomination,"For a week the world watched and waited as an unstoppable plague swept America.
As devastation spread, a cult was born. Calling themselves the Faithful, they preached the coming of the plague and foretold the demise of mankind. They offered absolution in the name of the BROOD. Embrace the true faith or suffer damnation.
With your team of eight covert operatives you must strike into the heart of the Faithful and destroy the insane cultists before they can spread the plague across the globe. Are you ready for an all out war against the mutated nightmare army of the BROOD?::It's a real-time tactical action game with very little underlying strategy."
120,287,Pong: The Next Level,"The addictive game that started it all is now an incredible 3-D experience. The premise is the same - keep your opponent from scoring. But now you have the option of single or multi-player games and over 20 unbelievably fun, action-packed levels of competition. Best of all Pong now has loads of fully functioning paddles that can catch, throw and spin the ball. Get ready to take your skills to a whole new level with Pong!::Few people are likely to get a thrill out of playing the original Pong anymore, and, unfortunately, the Pong of the new generation doesn't do much better."
121,290,Neverwinter Nights,"A hideous evil has awoken in the Forgotten Realms.  Now, in order to save the inhabitants of the town of Neverwinter, you must uncover a sinister conspiracy, unmask your mysterious betrayer, and complete an epic struggle to defeat powerful forces of evil.  Neverwinter Nights combines Dungeon &amp; Dragons gameplay with a fantasy world filled with monsters, stories, weapons, and legends.  With the Neverwinter Toolset, you can design your own magic world, and then invite up to 64 of your friends to experience it.::Neverwinter Nights is one of those exceedingly rare games that has a lot to offer virtually everyone, even if they aren't already into RPGs."
122,294,Croc 2,"Join Croc in an exciting new adventure as he searches for his long lost parents. But the search soon becomes a showdown as Croc's archenemy, Baron Dante, is magically resurrected by his evil Dantinis. Join Croc's journey as he explores over 40 levels within four Gobbo tribe villages, each packed with unique Gobbos, mischievous monsters, and tons of surprises!::It held promise, but once again two fatal flaws hold it down."
123,295,Civilization II: Test of Time,"Build a powerful civilization that will thrive and dominate - and then travel to new worlds to continue your epic journey of conquest into the unknown.
Civilization II: Test of Time takes you where no Civilization game has ever ventured, and the challenge awaits those who dare to reshape history, legend and the future.
Build, conquer and defend. Lead the world through clever diplomacy and ruthless strength
Addictive, epic, intuitive: command your armies, build cities and create wonders of the world to stand forever.
Danger is no longer just on four sides. Civilizations threaten from above and below on multiple worlds within each game.
Multiplayer compatible for up to seven people - play over the Internet or LAN.
Three epic games cover 10 worlds: all new Civilization adventure, strategy and gameplay.
- The Original Civilization II now extended into the Centaurus Star System
- The Universe of Lalande 21185
- The World of Midgard
Join the 2.5 million Civilization enthusiasts from around the world with this, the final chapter of Civilization in this millennium.::They screwed around with Civilization and made it worse."
124,297,Duke Nukem: Zero Hour,He's all that stands between us and a Time-Spanning Alien invasion. He's Duke Nukem. Gaming's Greatest Action Hero. And this is his finest hour! Zero Hour! Awesome new enemies! Hilarious gags and one-liners! Same blood and guts attitude! Over 30 gut-wrenching levels set in four action-packed time eras! Incredible Teamplay and Deathmatch modes for up to 4 players! Over 20 all-new weapons of high-octane annihilation.::He's all that stands between us and a Time-Spanning Alien invasion. He's Duke Nukem. Gaming's Greatest Action Hero. And this is his finest hour! Zero Hour!
125,300,Age of Wonders,"Welcome to Age of Wonders, the authentic turn based fantasy strategy classic that started the hit series. Age of Wonders intimate atmosphere with painterly graphics still shines today. The games fully patched up, start building your fantasy empire today!

The Age of Wonders, once a time of magic and peace. An age swept into the ravaging gale of chaos by the arrival of a single, uninvited race: the Humans. The fragile balance that existed between the ancient races, Elves, Dwarves, Orcs and others, has changed into a struggle for power and survival in the wake of the turmoil the Humans have brought to the land. Prepare for a strategy adventure where you will uncover wondrous ancient artifacts, awesome magical power, and the secrets of a shattered empire. Ally with the forces of light or darkness to determine the fate of the world in the Age of Wonders!::Age of Wonders encompasses many facets of games that have preceded it, but it adds improvements of its own and is consequently a complex and highly evolved strategy game."
126,305,World Driver Championship,"Your passport to racing! Develop a racing career as you compete for job offers with each of the 15 World Driver Teams. Ten tracks located throughout the world. 20 challenging events spread across two different levels of competition. Over 30 highly detailed, exotic cars with realistic physics and handling! Race head-to-head in two-player split-screen mode. Save replay on the Contoller Pak to analyze your driving skills from multiple camera angles.::World Driver Championship is an average racing game with exceptional graphics."
127,306,Tom Clancy's Rainbow Six: Rogue Spear,"Back in full force is Tom Clancy's hallmark realism and suspense in Rogue Spear™, the sequel to PC Gamer's 1998 Action Game of the Year - Rainbow Six™.
Rogue Spear straddles the razor's edge separating justice from the dark forces of geopolitical turmoil. It blends spine-tingling tactics and explosive action into intense counter-terrorist warfare.
Lead the RAINBOW team of elite multi-national special operatives against two deadly terrorist organizations. Life or death missions will take you to real world settings across the globe, including a Jumbo Jet airplane and the Museum of Art. Rogue Spear seems so real, you'll be yelling &quot;Tango Down&quot; in your sleep for weeks.::Though Rogue Spear is in many ways a much better game than its similar predecessor, it too is not without a laundry list of problems."
128,311,Donkey Kong 64,"K. Rool has kidnapped the Kongs! Can Donkey Kong rescue his friends, reclaim the Golden Bananas and save his homeland from certain doom? Take out some Kremlings with Chunky's Pineapple Launcher or Lanky's Trombone. Float through the air using Tiny's Ponytail Twirl. Even rocket to the sky with Diddy's Jetbarrel!::Those of you who remotely liked Mario 64 or Banjo-Kazooie will be excited to the point of numbness by this game."
129,313,Unreal Tournament (1999),"From the creators of Unreal comes Unreal Tournament, a competition that tests your reflexes and competitive spirit in deadly arenas. Battle 15 of your friends or customizable bots in over 30 different levels, such as pirate ships, waterfronts, speeding trains, and floating castles. Multiplayer modes include Capture the Flag, Assault, Domination, and new Deathmatch variations. With enhanced weapons--including the Impact hammer, which squashes your opponent to mush, and the Redeemer, a rocket-powered nuke--expect the body count to be high.::Unreal Tournament is the most complete first-person shooter available."
130,314,Sim Theme Park,"Four entirely different themes to build from. Explore fantastic rides from the visitor's perspective. Design your one-of-a-kind thrill rides. A helpful advisor gives instant feedback. Feel the excitement - step up and play your own attractions.::Despite its amusing setting and visual appeal, SimTheme Park is at heart a business simulation."
131,316,Thief II: The Metal Age,"On the streets and rooftops of a darkened city, where the forces of a corrupt sheriff loom, it takes someone with a soft touch and even softer step to stay ahead of the law. For a master thief like Garrett, the choices are clear: profit or perish. Thief II: The Metal Age? expands on the smash-hit ""first-person sneaker"", Thief: The Dark Project, demanding a whole new level of stealth, strategy, and skill to survive.::The mission design is more consistent than the original's, and some of the missions are among the best in any action game to date."
132,318,Who Wants to be a Millionaire? (2008),"All New Millionaire, All New Rules

Who Wants To Be A Millionaire for the iPhone and iPod Touch shakes-up the hot seat with two new lifelines and a dramatic new countdown clock.  Based on the updated show rules, Who Wants To Be A Millionaire for the iPhone and iPod Touch brings a new intensity to the franchise, but with the classic Millionaire charm we all know by heart.

Features
      
• Take the hot seat and test your knowledge with nearly 900 general knowledge questions.
• Four different lifelines including:  Phone a Friend, Ask the Audience, and the new Double Dip and Ask the Expert
• The new countdown clock gives you only seconds to come up with the correct answer

Check out other awesome games from Capcom:
Resident Evil&reg; 4, KENKEN&reg;, Resident Evil: Degeneration™, Mega Man&reg; II, Are You Smarter Than A 5TH Grader?&reg; and more!::Perhaps like Regis Philbin himself, the game appreciates its own mediocrity, but it executes its blandness extremely well."
133,319,NBA Live 2000,"Rim-Rockin', Take-Your-Soul-to-the-Hole Basketball! Jordan is back: Play Michael 1-on-1 and earn the right to play as Jordan and unlock him into the game! Prove it 1-on-1: Play as or against any current NBA player in the ultimate outdoor court challenge. All-new arcade mode: Over-the-top action, more monster dunks and all-new special effects! Quicker, cleaner moves: Work the crossover to perfection, take off for high-flying jams, or stop-and-pop a three-ball from downtown. Enhanced TV-style presentation: All-new camera angles and enhanced play-by-play for the ultimate live experience!::Fans of previous versions of Live will have a good time."
134,320,Omikron: The Nomad Soul,"&quot;I have many things to tell you and very little time... I come from a universe parallel to yours. My world is desperately in need of your help. Only YOU can save us.&quot;

Responding to the desperate pleas of a mysterious character from another dimension, your soul must enter the dark and futuristic city of Omikron. This heralds the beginning of an epic adventure through an increasingly strange and dazzling parallel world, trying to solve the many puzzles that prevent you from escaping alive. Think, fight and interact with the immense gaming environment to defeat the menacing demons that have tried to trap you.::Omikron's purported innovation and originality amount to nothing more than the senseless combination of unrelated but very familiar play styles."
135,323,South Park Rally,"Get drivin' with your bad self!

Face off against Cartman, Grandpa, Scuzzlebutt, Starvin' Marvin and the rest of South Park in the wildest, raunchiest road race ever. Loaded with dozens of insane vehicles and sweet custom sound-bites!::Even though the Dreamcast may possess considerably more processing power under the hood than the Nintendo 64 or PlayStation, nothing seems to be able to hide the fact that South Park Rally is simply not a good game."
136,326,The Sims,"Build, buy, and live.  The Sims give you the chance to create simulated people and build their homes, then help your Sims pursue careers, earn money, make friends, and find romance--or totally mess up their lives.  Keep your Sims happy by decorating your home with over 150 objects in the game and downloadable ones from TheSims.com.  Test your &quot;people skills&quot; as you deal with family, friends, careers, and chaos.  There is no right or wrong way to play the game.::The PS2 game makes solid additions and a few improvements to The Sims' basic gameplay--but that gameplay has aged."
137,327,Nox,"Jack's just your average all-American guy, living an ordinary life in a backwater Florida trailer park. But when he and his television set are accidentally catapulted through a dimensional wormhole, he'll find the world of Nox falling under the malevolent control of the evil sorceress Hecubah, and for reasons soon to be revealed, only he has the power to put a stop to her evil plans.

Help Jack develop either as a mighty Warrior, fearless Conjurer, or powerful Wizard as he gains experience by killing monsters, finding treasures, learning skills and spells, and unfolding the chapters of Nox.::While few elements in Nox are entirely novel, the game provides both challenging and entertaining single-player campaigns and fast-paced multiplayer battlegrounds."
138,329,1080: TenEighty Snowboarding,"You're taking a Tahoe 155 snowboard down a steep, bumpy incline at night and you're about to top off an Indy Nosebone with a 360 Air, and you haven't even left your living room! You're playing 1080 (Ten Eighty) Snowboarding, a game so intense you'll be brushing the snow off your goggles. With five different boarders, eight different Lamar snowboards, more than 25 tricks, a Half-Pipe and six different courses, this is as close as you'll get to the real thing without hopping on the next ski lift.::1080 Snowboarding is the best snowboarding game around."
139,330,1602 A.D.,"ANNO 1602 has literally captivated thousands of players and has gone on to become a best selling PC title since it's release.
Be wary; if you let yourself be mesmerised by the ANNO 1602 magic, you'll find it increasingly hard to stop! ANNO 1602 demands the utmost in strategic prowess. You'll need a talent for business and top notch diplomatic skills. Create your own New World in a previously undiscovered chain of islands, conquer challenge upon challenge, and prove once and for all, that you're the stuff of which true pioneers are made of. Set your own goals and create your own missions. Discovery, development, settlement, trade and defense - these are the challenges you must overcome to succeed!::1602 A.D. captures the feel of the historical period very well and carries you along without the extreme highs and lows that characterize more fast-paced and violent games."
140,332,2 Xtreme,"OLLIE METHOD AIR
SKETCHING
TWEAKED BONED

SNOWBOARD in Japan, IN-LINE SKATE in Las Vegas, MOUNTAIN BIKE in Africa and SKATEBOARD in Los Angeles.

All new points system allows you to compete in a season & earn points based on your finish, special moves and knockdowns.

4 types of ""Power-Ups"" and 10 different characters gives you the chance to become an Xtreme champion.

Pull off awesome maneuvers like backside rail grabs and ollie-airs on the SKATEBOARD & Carves, 360's and Japan's on the SNOWBOARD.

Kick and Punch your way to the finish!

Compete in a season on 12 intensely insane courses, Two player split screen racing, 4 levels of difficulty and Create your own Player make 2 Xtreme a rush!::Even NASCAR fans will cringe when their character slams to the asphalt with a fleshy ""smack."""
141,333,3D Baseball,"Crystal Dynamics presents the most realistic baseball video game ever published. Real Motion Control 3D technology serves up incredibly life-like 3D polygonal models that bit, pitch, and hit like real players.::3D Baseball is an excellent rookie attempt, and future updates could easily become contenders for the MVP award."
142,336,3D Ultra Mini Golf (1997),"The game you love, with an ingenious twist!

Remember mini golf? Scrambling across the Astrosurf on a hot summer night desperately trying to BEAT your buddies to the windmill? We've got mini golf just the way you remember it... only much, much COOLER. 3-D Ultra MiniGolf has the vintage holes you love, plus a whole bunch of new ones you won't believe! And they're all JAM-PACKED with gadgets, gizmos, strange creatures and crazy sound effects - taking a favorite pastime to a whole new level of fun! WHACK the ball between erupting VOLCANOES or bank a putt through a bustling space lot. Watch in disbelief as your ball disintegrates in molten lava or - worse yet- your best friend sinks a hole-in-one!::All I can think of as I drag my putter through this unimaginative game is its unrealized potential."
143,341,3Xtreme,"Race on 70 real BMX bikes, skateboards and in-line skates. More than 270 burly tricks and combos. Motion capture by X Games phenom Andy Macdonald. Unlock hidden courses, characters, and equipment. 13 racers on 27 insane courses.::After playing the game for 30 minutes you'll be wishing you had rented something else."
144,342,4 Wheel Thunder,"Midway's Thunder Series continues with a four-wheel frenzy! Choose from one of four classes of rugged off-road vehicles and watch the dirt fly by at a blistering 60 frames per second! 4 Wheel Thunder is the premier all-terrain racing game for the Sega Dreamcast!::Admittedly, more multiplayer and career options would have been nice, but in a game focused directly at fun-seeking race fanatics, what's present is ample enough."
145,343,40 Winks,"There's only 40 Winks left in the world of dreams. And if you don't rescue them form the evil NiteKap, NO ONE will EVER have good dreams again! So get ready for action - because you're going on the adventure of a nighttime!::40 Winks might be a good purchase for a parent with a 6- to 10-year-old who's just starting to play video games, but other than that, anyone looking for a quality platformer should look elsewhere."
146,344,7th Legion,"Centuries of reckless consumption and overpopulation had brought the Earth's ecosystem to the brink of collapse. In desperation, governments of the world developed an interstellar Evacuation Program granting exit passes only to the most privileged segments of society. The poor and common were left behind to perish. Now, centuries later, the ""Chosen"" have decided to return to Earth and assume control. But there's a catch-the 7th Legion is waiting with a powerful and fiery ""welcome home"" BBQ planned in their honor.::The developers of 7th Legion forgot to include something in their game: strategy."
147,345,Disney/Pixar A Bug's Life,"Based on the animated film, A Bug's Life is an epic game of miniature proportions.  The story follows the exciting adventures of a misfit ant named Flik as he tries to save his colony from a greedy gang of grasshoppers led by Hopper.  As Flik, you travel through fully interactive 3D environments brought to life with cinematic quality animation, smooth controls, and challenging puzzles.  Get ready for a bug's-eye-view in an incredible and fast-paced adventure.::It is obvious that Disney was more interested in producing a $40 advertisement for its movie than in developing a playable game."
148,351,Absolute Zero,"Even a Marine would be nervous.

He might by able to handle the pounding pressure of a simultaneous space, surface and subterranean attack. But we doubt it. Even veteran wing commanders will have trouble keeping their suits dry in this rocket-fast adventure.

Get ready for the science-fiction fight of your life. AN alien invasion from the once-dormant core of Europa has instantly  transformed your peaceful mining colony into a living hell. To mount a defense, you must quickly convert your mining machinery - hovercraft, maglocks, sky bikes and more - into weapons of war.

ABSOLUTE ZERO features 30 missions, 3 different arenas of combat, and fleets of vehicles on the screen simultaneously - all original designs created with the latest in 3D and Silicon Graphics Technology. The action is so furious, you'll want to make sure you're destroying the invaders and not your own comrades.

Laced with undertones of conspiracy and complicated by internal rebellion, this one space war you won't forget!

Fly and drive 7 different vehicles with 13 different weapon systems.


Over 70 texture-mapped objects on-screen simultaneously

30 missions in a complex, interwoven plot

Full-motion video sequences and Interactive CD soundtrack with complex, layered sounds and professional voice-overs.

Control the actions of 7 different characters.::The story is well-conceived and fresh, following the lives of 24th century humans who have finally mastered cold fusion, and buzz around the solar system like busy bees."
149,352,Abuse,"All Hell has broken loose! Military experiments have created bloodthirsty genetic mutations. You are the only hope to prevent them reaching the outside world - if you can slaughter the grotesque monsters, solve the deadly puzzles and survive the constant assaults.
- Move in complete 360 freedom to annihilate the opposition.
- Enjoy up to 8 person multiplayer action.
- Discover power-ups in secret rooms by destroying floors, walls and ceilings.
- Extensive arsenal of awesome destructive power.
- Rain death from above in unique jet boots.
- Easy to install, easy to learn, tough to survive!
- Level editor contest - make money as you cause mayhem.::In one swift stroke, Crack dot Com's debut game, Abuse, has changed side-scrolling platform shooters forever, and all because of this game's superior control."
150,354,Ace Combat 2,"We've devised a weapon that's deadlier than a smart bomb. It's called a smart pilot. Now, Ace Combat 2 pits you against a whole squadron of them - 3-D polygonal jet jocks that maneuver like the real deal, turning every scorching sortie and dogfight into a kill-or-be-killed situation. With nearly double the missions of its predecessor, you'll double your chances of taking out the enemy. (Or taking a heat-seeker up the exhaust.)::Ace Combat 2 fixes every problem that troubled the first game."
151,355,Ace Combat 3: Electrosphere,"""#1 Selling Action/Flying Series on Playstation""

A Bogey Bustin', G Force-Pulin', Insanity Ride!

22 FLYABLE, CUTTING-EDGE AIRCRAFT - F-16XF Gyrfalcon, Su-37 Super Flanker, UI-4054 Aurora and more!

36 FURIOUS MISSIONS - Air-to-air, air-to-ground, air-to-sea, even into the stratosphere!

3-D VIRTUAL COCKPIT - Look in all directions during combat - lock your eyes on the enemy and never lose sght of the action!

SPECTACULAR VISUALS - Fully-detailed targets, moving control surfaces, smoke trails, lens flares, and spectacular explosions!

MORE HEATED DOGFIGHTS - Increase your kills by using real dogfighting maneuvers!

ONLY IN ACE COMBAT - Thrill to takeoffs and landings, mid-air refueling, autopilot control, Instrument Landing Systems, and day and night aircraft carrier ops!

FORCE FEEDBACK - Feel every bullet strike and crash impact through the DUALSHOCK analog controller!

REPLAY MODE - Cinematic 'smart cam' shows you all the action.

Become a 'hunter of the sky'

Lock and load, you're in the Kill Zone

Engage in maximum dogfighting action

Skill an Guts are required here

Night Fight: carrier landings are mission critical when you're dueling after dark.::While early adopters of the import version might have had a lot to look forward to in the US release, Ace Combat 3: Electrosphere arrives on our fair shores gutted of the few qualities that made it attractive in the first place."
152,358,A Collection of Activision Classic Games for the Atari 2600,"At about a buck a game, this baby's fully loaded with 30 of your all-time video game favorites! In the first and largest arcade collection of its kind, Activision Classics gives you all the gameplay of the original Atari 2600 games - now for your Playstation game console. Activision Classics: It's serious old-school fun.::Considering you can pick up many playable 2600 cartridges at flea markets for about one dollar or so, if you just want to occasionally play some of your favorite old titles, this collection is worth it."
153,360,Adidas Power Soccer,"Kick off with your favorite team and take on some of Europe's finest players! A choice of team strategies, a wealth of playing options and tons of net-busting special moves guarantee a first-rate soccer experience!::Adidas Power Soccer rises high above the standard soccer fare."
154,361,Adidas Power Soccer 98,"FASTER
Runs at a turf-scorching 30 frames per second in hi-res.
BIGGER
12 unrivalled game modes.
FITTER
350 new motion-captured animations and unique special moves.
FRESHER
Updated team databases for season 98.
STRONGER
New 10,000 player database with real-life attributes.::Adidas Power Soccer 98 does a number of things well, but its shortcomings are frustrating enough to turn most players off before the whistle blows."
155,365,The Adventures of Lomax,"Lomax is in way over his head. Evil Ed has nabbed his pals and tricked them into doing diabolical deeds. Only Lamax has the power to break the sinister hex!
Leap into action with Lamax as he battles Ed's evildoers and travels through bizarre lands in this fast and frantic thriller!::Even though The Adventures of Lomax is not state-of-the-art, it is a genuinely fun ride."
156,366,Aero Fighters Assault,"The AeroFighters Assault team needs your help to save the Earth from the evil Phutta Morgana and their machines of doom. Engage a variety of enemy aircraft and boss characters around the globe in multiple missions. Join the battle in the only game that matters!::AF truly gives the saying ""fight or flight"" new meaning."
157,367,AeroGauge,"Blaze through the skies as you take control of your very own Aeromachines in this new futuristic racing game, AeroGauge. With courses that have sharp turns, and even sharper obstacles, it is going to take a keen eye and ultimate control to maneuver through courses featuring canyons, tunnels, oceans, and mountains. Imagine speeds reaching over 1000 mph as you whiz by the field in route to victory in these graphically advanced landscapes. Never has a game incorporated such remarkable control, detailed graphics, and mind-tingling speeds as...AeroGauge!::Ascii's AeroGauge runs basically along the same conceptual lines of play as Psygnosis' Wipeout XL or Acclaim's Extreme G."
158,368,Aerostar,"World War VI left the Earth desolate and inhabitable. Many years later, the Intergalactic Council discovered that Earth could once again be populated, and people returned to rebuild their lives. 

Unknown to them, mutant forces had gone undetected, and are now wrecking havoc on the defenseless humans. Fearing the total extermination of the Earth, the Intergalactic Council has deployed AEROSTAR, the most powerful fighter ever built. This state-of-the-art vehicle of destruction is Earth's only hope for salvation, but is useless without the right pilot...::Aero Star adds a slightly new skew to the top-down blaster concept."
159,369,AeroWings,"The only thing standing between you and reality is a piece of glass. Snaproll, flip, and spin through stunning, detailed landscapes. Fly in formation or go solo with fives modes of gameplay. Just try not to fog up the glass, okay?::Like Pilotwings 64, Aero Wings has realistic physics, and offers an authentic flying experience."
