id,name,description,deck
550,Blood & Magic,"Prepare to enter five sweeping tales of enchantment and conquest set in the most popular fantasy world of all time: TSR's FORGOTTEN REALMS!    In a mysterious corner of the Forgotten Realms, powerful mages prepare for battle using magic long lost. You are one of those wizards, conjuring warriors, wyverns, sirens, wraiths and more. Armed with ancient artifacts, your troops rally forth to battle goblin hordes, dark wizards, and lords of chaos. Can you defeat your foes to become master of the realm?",Blood & Magic's basic premise is entertaining enough that die-hard strategy fanatics may be able to overlook its interface problems.
553,Blood Omen: Legacy of Kain,"You're the vampire Kain, damned to feast upon the blood of man. Steel yourself for an epic quest of vengeance that will drag you to the depths of depravity. Explore the vast world of Nosgoth. Over 100,000 screens of adventure and puzzle solving packed with 100 plus hours of gameplay. Slaughter 170 different enemies with multiple weapon and armor power-ups in real time combat. Unleash an arsenal of deadly magic: 21 eldrich objects and spells. Morph into different forms: bat, wolf or mist. 25 minutes of full motion animation and hours of voice-over deliver a twisted storyline.",Sucking the blood out of hapless prisoners and townspeople is pure Playstation pleasure.
555,Bloody Roar,"Get ready to stake your ground and confront your destiny because you're in for a fast and fierce, one on one blood match. Ferocious 3D. Savage combos. Unforgettable characters. More ways to maim, crush and devour your enemies than ever! And as if that weren't enough, in the heat of battle, fighters transform into half-human beasts, unlocking all new brutal attacks!",One of the more original and exciting fighting games this year.
556,Bloody Roar II,"With the dawning of the new millennium, a new breed of assassins emerges-altered humans who transmute into violent, raging beasts. All must fight and survive to satisfy their own inner quests...",Bloody Roar 2 is a marginal improvement that still suffers from second-best status due to the exclusion of integral gameplay elements that should never have been messed with.
558,Blue Stinger,"Awakening shipwrecked just after a meteor collides with a remote biotech research island, you begin to discover an uncontrollable madness unleashed in the meteor's wake. As one secret uncovers another, you piece together a horrifying revelation that could lead to the end of life on Earth.","While it may disappoint dyed-in-the-wool Resident Evil fans, Dreamcast newcomers looking for an adventure fix on their new machine should be pleased."
559,Blues Brothers 2000,"The newly freed Elwood scours the Windy City to find and rescue all the members of his band. Gather enough notes along the way to build an impressive repertoire for the ultimate Battle of the Bands. The more songs you learn, the more secrets you uncover and the better your band becomes! Search city streets, roam through sewers, run from ghosts, pounce, shove and smash your way through the Chicago underworld to collect as much cash as possible... All to complete your mission: reunite your band in time for the Battle of the Bands. Straighten your tie, adjust your hat and slide on the shades... Chicago is waiting.","The 3D-action category is a competitive one on the Nintendo 64, and Blues Brothers lacks any special features that would make it noteworthy."
561,Body Harvest,"Earth is dead. Mankind annihilated. Hunted to extinction by a century of alien attacks. One last, desperate chance remains - CHANGE HISTORY. Someone must travel back in time and attack the alien predators before they complete their hideous invasion. Genetically enhanced marine, Adam Drake, must make the trip into the far reaches of Earth's history. His goal - stop the alien body harvest... Travel with Adam Drake through 5 incredible levels of action-packed adventure, spanning more than a century of Earth history!","For gamers looking for something almost completely unique or even just a big, dumb game to fill the void before Zelda comes out, Body Harvest fits the bill nicely."
562,Bomberman 64,"The evil Altair is using the Omni Cube to drain the energy from Planet Bomber. With the aid of a mysterious helper, you must defeat Altair,  and restore peace to Planet Bomber. In the Adventure mode, guide Bomberman through 24 areas of perilous conflict. Battle Altair's sinister allies, destroy their bases and put an end to the insane attack. The multi-player Battle mode offers endless hours of explosive action. Use the standard Bomberman character or create a custom one and save it to an N64 Controller Pak.",Bomberman is easily the most prolific character in video game history.
563,Bomberman Fantasy Race,"If you're looking for fun racing action, look no further than Bomberman Fantasy Race! Lightning fast competition, zany obstacle infested tracks, and of course bombs! It's a battle-racing game like you've never seen!","Since Bomberman has long been known to play with fire and explosives, it was really just a matter of time before he added the track to his long list of vices."
564,Bomberman Hero,"Bomberman's latest adventure takes him across the galaxy! Princess Millian has been kidnapped by the evil Garaden Empire and it's up to Bomberman to save the day. Travel through worlds of ice, fire and water. Use new abilities and get help from friends like Louie the rabbit and Pibol the robot. New vehicles like the Bomber Copter and Bomber Marine will come in handy in your quest to save the Princess and free the universe once again!",Bomberman Hero once again places our bombastic buddy in the role of platform protagonist.
566,Bomberman World,"A long time ago, in a Bomberman World far away, there was a group of four evil people called the Dark Force Bombers, who wanted to turn the world into darkness. Our ancestors rallied together and successfully sealed the evil ones into the Blue Crystal. However, after four hundred years, some evil guy named Burglar mysteriously appeared and released the baddies from the Blue Crystal. Now, Bomberman must face his most dangerous opponents ever!","While Bomberman World isn't a particularly bad game per se, it's clearly not the best representative of what the series has to offer."
567,Boombots,Cat aliens have taken over the Earth. Boombots are here to stop them. Command 15 Boombots through 15 far-out arenas of real time 3-D fighting action!,Boombots is without a doubt in the running for the worst game of the year.
569,Bottom of the 9th (1996),"Konami brings its famous Bottom of the 9th to the Nintendo 64. Play as Juan Gonzalez and take on McGwire and Sosa and re-live the chase for the home run crown. Over 750 real MLBPA players. 1998 rosters plus off-season trades and free agent signings. Scenario mode lets you replay nail-biting moments in history - including the dramatic 1998 home run race. Six exciting play modes: practice, exhibition, all star, season, playoffs, plus new scenaio mode.","When it comes right down to it, there is little reason to buy this game."
572,The Bouncer,"A typical evening at a local bar erupts into chaos as members of a Special Forces strike team descend through the roof to kidnap a young girl, Dominique. Three bouncers--Sion, Volt, and Kou--come to the rescue, only to see the invaders grab Dominique, retreat through a window, and escape. Now it's up to you to save Dominique either alone or simultaneously with three friends. With The Bouncer's 3D combat environment, battles can take place anywhere.",The Bouncer makes a great showpiece for the PlayStation 2.
573,BRAHMA Force: The Assault on Beltlogger 9,"Mankind is faces with annihilation when the vengeful Dionisio Vega seizes control of the colony, Beltlogger 9. Only you can infiltrate the space fortess and save humanity. Strap yourself into the cockpit of a heavy mech where split-second decisions mean the difference between life or death!",BRAHMA Force: The Assault on Beltlogger 9 is a compelling title.
574,Brain Dead 13,"As Lance, the world's hippest computer repair guru, you're called to the mysterious castle of the disembodied brain, Dr. Nero Neurosis. You learn of the Doctor's master plan... There's no turning back now! Race through the evil playground of the demented Doctor's twisted castle and battle the ultimate mishaps of science: Moose, Vivi, and Fritz, the half-human half-pet of Dr. Neurosis.",Brain Dead 13 makes no improvement in a decade-old genre.
575,Brave Fencer Musashi,"Brave Fencer Musashi has been summoned to stop an ancient evil force, to save the kingdom and rescue the princess.  Embark on a wild, comical, Action/RPG adventure in a massive 3-D world filled with platform-style action, two-fisted sword fighting, challenging puzzles, and scores of enemies whose skills Musashi can learn and use to his advantage. Locate five powerful magical scrolls to conquer the twisted Thirstquencher Empire.","A Zelda killer it's not, but considering what's being offered here, it should more than make up for any unfortunate comparisons."
576,Braveheart,"Based on Mel Gibson's award winning movie, Braveheart, the game recreates the atmosphere and excitement of Scotland's legendary struggle for freedom against the English invaders.  Braveheart is a game of epic proportions, combining real-time strategy with 3D action to place you into the tartan of a Clan Leader in 13th Century Scotland.  Compete for the loyalty of William Wallace, Robert The Bruce and dozens of other Scottish heroes.  Guide your people to prosperity, form alliances, undermine enemies, participate in castle sieges and ambushes or wreak havoc on rival towns. Lead hundreds of warriors in open battles to defeat the English King and take his crown. The future of Scotland is in your hands?","Despite its intriguing premise, Braveheart's assorted play mechanics coexist about as peacefully as the Scottish clans depicted in the game."
577,Bravo Air Race,"But only the best of the best have what it takes to complete in Bravo Air Race! Scream through wilderness vistas, fly by snow-capped mountain tops, scrape the walls of steel canyons in the heart of a modern metropolis and race against the world's finest pilots. Buckle up daredevils.",This trail of new flying games may not be paved with gold.
578,Breath of Fire III,"The last of an extinct race, one with unimaginable powers. Ryu is a dormant dragon, awakened by miners, transformed into an innocent child. Now, as an outcast from society, Ryu must remember his fiery past and regain his powers so he can fulfil his epic destiny.",Capcom is porting this classic PlayStation RPG to the PSP.
579,Breath of Fire IV,"After centuries of war, the two lands bordering an impenetrable swampland have finally reached an armistice. Mysteriously, the noble Princess Elena disappears somewhere near the war-ravaged front lines. Distraught, her sister Nina goes in search of the Princess alone and on her journey, meets a mysterious young warrior named Ryu. Their destinies soon entwine. The next chapter in the epic tale of magic and mystery now unfolds. The fate of what lies ahead rests in your control.",Breath of Fire IV is as solid a game as any of its predecessors.
581,Brigandine,"Forsena is a magical continent where a mysterious power called Mana emanates from the ground. Since ancient times, people have used this power to summon monsters from another world and use them in battle. However, not everyone is able to use this ability. Only a privileged few are born with this talent; they are called Rune Knights. You are to become the lord of one country, accompanied by some of the Rune Knights. It is up to you to save the continent of Forsena and return peace to the land.",Brigandine screams mediocrity.
583,Broken Helix,"Bruce Campbell is the voice of the main character Jake Burton, explosives expert. Talk to characters and choose your attitude with over 95 minutes of interactive voice dialog. Explore over 1,600,000 virtual square feet in an interactive 4D world. Go where you want when you want with non-linear story themes. Become the leader of a marine platoon, join the scientists in struggle of good vs. evil, become an alien warrior, or follow mission objectives. 56 movies and 40 minutes of interactive music enhance the in-depth story line.","If you are a Bruce Campbell fan, Broken Helix is worth the ticket price for his tough-guy histrionics alone."
585,Broken Sword: The Shadow of the Templars,"Broken Sword: The Shadow of the Templars - Director's Cut for the Nintendo DS system builds on the original, boasting a new and explosive narrative interwoven with the first story. After witnessing the brutal and horrifying murder of one of Paris's richest and most influential statesman, the player will be pulled into a sinister conspiracy rooted in a long forgotten medieval legend. New puzzles have been added that specifically utilize the unique DS stylus control. The game also features stunning animated facial expressions drawn by Dave Gibbons, artistic genius behind the comic book and upcoming movie Watchmen.",Investigate a mysterious bombing and unravel a deep mystery in this point-and-click adventure.
586,Broken Sword: The Smoking Mirror,"Widely acknowledged as one of the best point and click adventures ever written, the game pitches intrepid adventurers George Stobbart and Nico Collard into a mysterious escapade of intrigue and deceit, in which they must overcome powerful forces and antagonists who will stop at nothing to fulfill their evil ambitions.  The chance discovery of a sinister crime ring reveals an arcane power of an ancient civilization. Torment and terror, sacrificial rituals, and bloody massacre is unearthed beneath a veil of Mayan mystery. Kidnap, stolen treasure, astronomy, and deadly drug baron are the least of the duo's worries, as divine forces threaten to annihilate mankind! Nerve, cunning and guile are essential in order to conquer in this compelling adventure, guaranteed to leave you with an aching brain and a beating heart.","It's Circle of Blood with new characters, a new storyline, and a new threat to world harmony."
588,Brunswick Circuit Pro Bowling,"Now every night is bowling night! Unsurpassed bowling physics engine for ultra-realistic ball and pin action. Cosmic bowling for lights-down, glow-in-the-dark bowling fun! Play as one of the Brunswick ProStaff, or create your own bowler. Authentic play modes, including tournaments, opens, and Skins games. The ultimate party game for up to six players!","Even if you aren't a bowling fan, and couldn't care less about this game, you really should see the video clips at least once."
589,Brunswick Circuit Pro Bowling 2,Your search for the perfect game ends here.  - Multi-player bowling party action for up to eight  - Nine modes of play including brand new Team Play and Skills Challenge  - Updated Brunswick Pro Staff including females  - Enhanced Create-A-Bowler Mode  - Shockingly realistic bowling physics,"Brunswick Circuit Pro Bowling 2 is accurate enough to keep die-hard rollers happy, yet simple enough to be a game even a casual bowling fan would enjoy."
590,Bubble Bobble also featuring Rainbow Islands,"There is no antidote, no vaccine, no serum and no cure. Bubble Bobble&reg; and Rainbow Island™, two irresistible arcade classics are back! Crush, burst, blast and blow bubbles, solves mazes and defeat the baddies across 125 levels of mindboggling, rainbow-rocking gameplay... because they don't make them like they used to! Bubble Bobble&reg; and Rainbow Islands™-The lost generation of gaming for the next generation!",Bubble Bobble is a game in which players guide bubble spitting dinosaurs through 125 levels of arcade action.
592,Bubsy 3D,"- Run, jump, swim and fly anywhere in huge 3D worlds full of zany humor and the Bubsy 'tude!  - Scrounge-up the 32 missing pieces of your escape rocket or kiss your homeworld goodbye!  - Shoot atoms and bop woolies, clambos and 12 other wacky creatures as you rip into Planet Rayom!  - Get your paws on a mess of atoms for extra lives, bonus rounds and useful rocket fuel!  - Play ""Cat and Mouse"" in a unique 2-player mode!","Of all the 3-D action/platform games out for the Playstation, Bubsy 3D is the least fun."
594,Buck Bumble,"The Herd, an evil band of vicious mutant insectoids, is attacking and exterminating Earth's native insects! Only Buck Bumble, the baddest bee in the hive and the world's most advanced cyborg insect, can save the day. Protect the insect world by blowing away terrifying Attack Wasps and Killapillas in 20 unearthly 3D environments. Use Buck's cybernetic implants and deadly weapons to unmask the power behind The Herd!",Argonaut's Buck Bumble has the look and feel of a first generation Nintendo 64 game that missed its boat.
595,Bug Too!,"Bug Too! takes gamers on a trip into a fantasy land. Play as either the half-breed character Maggot Dog or Superfly, who has ears that let him fly like a helicopter. All of the level names are alterations of real movie titles: Lawrence of Arachnia, Flee-Wee's Big Adventure, Weevil Dead 2, Swatterworld, Antennae Day 4, and Cicada Night Fever. Bug Too! features a pseudo 3D engine, featuring levels that scroll in and out as players move in the said direction. Bug Too! features a list of options that includes an adjustable difficulty setting.",Bug Too! is a game for the few people out there that enjoyed the first Bug!
596,Bug!,"Meet BUG!, the gnat-brained action hero with a little talent, a bit of style and a big dose of ego. This is his big break - a starring role in a major motion interactive game. The plot: bitchy widow Queen Cadavra has nabbed all his pals. BUG! has to save them before she eats them for lunch!","Take a traditional two-dimensional platform game, add a third dimension, and you have Bug! - the latest offering from Sega Entertainment."
597,Bugs Bunny: Lost in Time,"What's Up Doc?  Join Bugs Bunny in his first ever 3-D video game adventure as he accidentally activates a time machine and is propelled through time!  Encounter 12 of his most famous Looney Tunes adversaries including: Elmer Fudd, Witch Hazel, Yosemite Sam, Rocky & Mugsy, and Marvin the Martian!  Dive into rabbit holes, tunnel underground, outwit Elmer Fudd, take to the road in a vintage convertible and even use your ears like a helicopter!  Explore 5 exciting time periods - Stone Age, Medieval Times, Pirate Years, the 1930s, and Dimension X!  Enjoy 21 levels of action packed fun and classic comic humor!","This game really does a great job of capturing the wacky humor that Looney Tunes is so famous for and, as such, is a whole lot of fun."
598,Burning Rangers,"Sonic Team brings you the fire fighting heroes of the future... The Burning Rangers. In the life of a Burning Ranger, danger lurks around every corner, and you'll find there are many. Hazardous missions await you, the prime objective being to save the lives of helpless survivors. You will be assisted by an advanced voice navigation system, but the rest is up to you. You must think fast and act quickly if you are to save the day. Scorching graphics, intense gameplay, thrills without the kills... go for it!",Probably the last really good Saturn game.
599,Burning Road,"It's fast, it's furious... it's Burning Road! Race against seven computer opponents or go head to head in a two player link up. It's so real you can see the skidmarks!","For driving game fiends, Burning Road won't disappoint."
600,Burnout: Championship Drag Racing,"Get ready to RUMBLE!  The First True Sportsman Class PC Drag Racing Simulation  FEATURING  - 20 unique cars on 20 unique tracks.  - Over 60 customizable components to tweak.  - 32 telemetry and time card data points are recorded to analyze your performance.  - Accurate physics including realistic engine models, suspension, tires and collisions.  - Replay and save your best races and crashes.  - Compete in single races, events, or entire seasons.  - Multi-player support over modem, LAN or on the Internet.","Sure, the races in Burnout might only last seven or eight seconds - but those are some pretty intense seconds indeed."
601,Bushido Blade,"&quot;Bushido&quot; is the soul of Japan - an ancient honor code deeply followed by samurai warriors for centuries.  Plunge into real world battles across vast 3D environments that you can run, slice and tear through.  Sword matches become unbelievably real where one critical blow is the mean difference between death and victory.",Bushido Blade totally redefines the genre.
602,Bushido Blade 2,"The sequel to the most original and realistic fighting game - bigger, better and more brutal than ever.  No life bars, no time limits, no mercy. And a single blow can still make the difference between life and death.  - 12 new warriors for a total of 20  - New weapons, subweapons, stances and moves  - 6 fighting modes, plus first-person view option  - Each character follows their own story path, with unique encounters and endings  - Two-handed swordplay, throwing weapons, mud-slinging and more  - Unique body damage system allows you to incapacitate or kill with one well-placed strike  - Run, dodge, and slash through huge 3D settings","This year's model comes equipped with sharper character graphics, a simplified, yet more complete fighting system, and best of all, many more characters to select from."
603,Bust A Groove,Boogie to a different beat with Bust A Groove - the most realistic dance game ever created for the funked-up PlayStation generation! Compete in a dance-off against a friend or break out a fresh solo number with one of 10 motion-captured professional dancers. Combo and attack moves show you style as you kick a funky rhythm in one if four groovin' dance modes. Join the party and get your body movin' to the original tunes and gameplay of Bust A Groove!,"If PaRappa left you wanting more games in that vein, Bust A Groove makes for a good follow-up."
604,Bust A Groove 2,"It's time to show your stuff and bring down the house. With brilliant tunes and joint-cracking moves, this is the hippest dance game ever created.","The key word to defining Bust A Groove 2 is ""more."""
607,Bust-A-Move 2,"BUST-A-MOVE 2 is the lightning quick, ultra-intense, 100% addictive, arcade puzzler that's gonna grab you and never let go! As the balls descend, you're gonna need sharp eyes and quick reflexes to match 3 or more balls and pop them...fast! Insane two player action pits you against an opponent in a race to bust or be busted!!",This is an OK game with a fair amount of gameplay - if you like puzzle games.
608,Bust-A-Move 3,"So you think you've mastered every puzzle game in the universe, eh? Well, think again. Our all-new Bust-a-Move 3 will have you eating humble pie 'til your gut hurts. But hang in there, after your ego recovers a bit, you'll learn to smash through all the complex levels of dazzling rainbow spheres. And when you figure out what it takes to win, challenge friends to a head-to-head and watch them squirm. Just try not to laugh too hard.","Whereas developer Taito's Bust-a-Move 2 was a lotta puzzle, Bust-a-Move 3 is a whole lotta puzzle."
609,Bust-A-Move 4,"You'll be Forever Bursting Bubbles! Bust-A-Move-4 is bursting onto the scene with more advanced gameplay, and tons of new features. It's a challenge for the whole family!    * Bury opponents with the devastating new Chain Reactions.  * Keep the bubbles in balance with the new Pulley Mechanism.  * Rank yourself with the comprehensive Ranking System.  * Save custom puzzles to Memory Cards with Edit Mode.",Fans of the Bust-A-Move puzzle series can look forward to more sleepless months with Natsume's release of Bust-A-Move 4.
610,Buster Bros. Collection,"Over 300 levels of addictive game-play mixing lightning quick reactions with brain-stomping puzzles. Three classic arcade games to challenge the hard-core gamer and hook the casual player. Power-up with grappling hooks, machine guns and dynamite to steal treasures and grab high scores. White-knuckle action around the globe, racing your partner and dodging killer bubbles. Bust' em, Shoot' em, Nuke the Bubbles through platforms, ladders, walkways and hiding places.",The gameplay in Buster Bros. Collection is astounding.
612,C: The Contra Adventure,"You control Ray, the only surviving member of the elite Contra Force. Blast your way through 10 levels to stop the alien hordes from infesting the jungles of South America.",It's hard to believe that Konami would release yet another sorry game with the Contra name on it.
613,Caesars Palace (1997),"If you love Vegas, you just hit the jackpot! Caesars Palace captures all the exciting thrills of real casino gambling, except this time you're playing on the house! With all the true-to-life sights, sounds, rules, odds and payouts of the actual casino, Caesars Palace delivers the total Las Vegas experience.",Caesars Palace is an adequate adaptation of casino gambling.
614,California Speed,"Welcome to the Golden State! But if you want to see it all, don't blink 'cuz you'll be traveling at a cool 145 mph! Blast by landmarks at eye-popping velocity, while maintaining smooth control over your vehicle. Get in, grab the wheel and drive like the speed demon you are! We'll get your motor running! Scoot down 11 original tracks (all with plenty of shortcuts) plus 5 hidden tracks. Race at night, in overcast conditions or on one of those typically sunny California days. Got your shades? Custom-build your speed machine with all the essentials - cool rims, brilliant colors, automatic and manual transmissions!","If you worship the looks and gameplay style of Midway's Rush series, this game just makes the grade."
619,Car and Driver Presents: Grand Tour Racing '98,Race the world over. Join the Grand Tour in the most prestigious races around the globe. Speed through six exotic locales in 40 high-performance vehicles in record time. It's no wonder the #1 automotive publication named it the official Car and Driver racing game.,"Grand Tour Racing may not be perfect, but at times comes close."
620,Cardinal Syn,"What began as a simple prophecy evolved into bloody war. A board of fantasy warriors in an epic story of a war-torn land. Battle it out with an arsenal of weapons including battle axes, broadswords, crossbows and more! Deadly interactive 3-D environments - dodge fire-pits, flying arrows and spike-lined walls forcing fighters to kill or be killed. 8 main characters with a further 10 hidden characters waiting to be unleashed!","Visually, Cardinal Syn is quite appealing."
621,Carmageddon,"The year is 2026 and fatal toxins have polluted the earth's atmosphere. Those humans lucky enough to get to the ""Climate Emulation Centers"" in time live in fear of the souls left on the surface - mutated, blood-thirsty zombies - the ""undead."" The World Government has recruited drivers to deal with this problem. The solution is ""The Carmageddon"" - a death race in which drivers race against each other for the ultimate prize: a new life on the sun-drenched beaches of the off-world colonies. As well as a way of dealing with the zombies, it provides entertainment for the dwindling human population. You take on this challenge as Max Damage, a psychotic, cold-blooded racing machine. There is no second place. Drive to survive and let nothing and no one get in your way!","Carmageddon is visceral, violent, vehicular fun."
622,Carnage Heart,"By 2073, war has evolved. The battle for domination is now a game fought on the moons of Jupiter by warrior mechs armed with deadly firepower. You control an army of cyber gladiators. More importantly, you design them, deal for parts, set up assembly lines and devise battle plans. When the game begins, whoever has created the most diabolical strategies and deadliest mechs wins!","If you're looking for a mech game where you can just plug in a disc and hit the battlefield, this ain't it."
623,Carnivores,"WHAT WAS THOUGHT TO BE EXTINCT, IS NO LONGER...    Another planet has been discovered, populated with prehistoric dinosaurs. You embark on the hunt of a lifetime, trudging through the eerie landscape that strangely resembles Earth's. Suddenly trees come crashing down around you - someone, no something immense is trampling your way. Then you see it - your ultimate dream and deepest nightmare in the flesh - the T-Rex! Ready...aim...fire...oh no, your shot missed! There's time to take the shot again. You run but realize it's too late..the hunter has become the hunted.    A TRULY UNIQUE HUNTING EXPERIENCE    Kill, or be killed, by 7 Prehistoric Species of Dinosaurs  Embark on a struggle for survival in 6 immersive environments  Stalk your pray with 10 weapons and accessories  From the elusive Stegosaurus to the cunning Velociraptor, each dinosaur posses its own intellect and behavior  Protect your life, or down your kill, using tranquilizers or 3 lethal weapons  Experience the elements of a unique environment complete with blind sun, translucent water and eerie, prehistoric cries  View your prehistoric trophies in fully rendered 3D  State of the art 3D graphics and positional sound","Not only is it a solid hunting simulation, but it features first-rate graphics and sound."
624,Carnivores 2,"ANOTHER WORLD. ANOTHER TIME. ANOTHER TEST OF THE FITTEST.    You traverse the vast new world filled with prehistoric creatures from a time long past. With enough weaponry to flatten a mountain range, you begin your search.    You feel a surge of dominance over your next kill, but then come to an abrupt and haunting realizations. You are outnumbered, outsmarted and the object of a deadly prehistoric creature's hunt. Running cannot help you this time, the hunter has become the hunted.    NOTHING COULD EVER PREPARE YOU FOR THIS, THE ULTIMATE HUNTING EXPERIENCE    Enter a world filled with 9 mammoth prehistoric dinosaurs  Trudge through the 5 eerily realistic 3D maps, including a dense jungle, cast swamps, open deserts and more  Equip yourself with a pistol, shotgun, sniper rifle, or 3 other weapons  Quench your thirst for a victorious kill with the help of the state-of-the-art hunting equipment  Alter your plan of attack as the dinosaurs follow and learn your movements  Experience the elements of a truly realistic world including fog, a hot beating sun and the dangers of night.  Immerse yourself in an exquisitely detailed world filled with 3D graphics, real-time lighting and translucent water effects  Rush for your weapon, or your life, as you take on these beasts in the blackness of night.  Ingenious survival skills may take you to engaging hidden areas for more dinosaur stalking action  Feel a chill run down your spine as you hear the eerie shrill of a distant, but ever-present dinosaur  Danger is always a second away, so prepare to crouch and take cover to avoid the charging velociraptor.","It's essentially identical to the original, but its streamlined gameplay and expanded menagerie make it just as enjoyable."
625,Carrier (2000),"In the 21st Century terrorism reigns supreme. You are part of an elite unit chosen to isolate and destroy ARK before it reaches land. You never know what's lurking in the murky water or around the next corner. Meanwhile, ARK is gaining power after attacking itself to the nuclear core of the Heimdal. Sheer wit and brute force are all that can save you.  To control Earth, the Southern Cross bombs the Heimdal, setting free ARK -- a prehistoric organism. ARK implants itself in humans making them hideous, monstrous drones that carry ARK seeds and infect others determined to eliminate ALL of humanity. ARK breeds, mutates, and insanely lusts for the end of human life. Even if it looks human it may be an ARK drone.","Carrier isn't an awful game, and it really does manage to grow on you after a while, but it definitely has problems."
626,CART Flag to Flag,"Start your engines! The CART Championship is up for grabs in the fastest open wheel racing circuit in the world.  *19 true-to-life CART circuits including road, oval and street courses  *27 authentic CART drivers from 18 actual teams  *Fully customizable cars  *Detailed put crew action","Aimed mainly at the C.A.R.T. fan, other Dreamcast owners waiting for a great racer would be better advised to look into Sega Rally 2."
628,Casper (1996),"Hey! You're not afraid of a challenge, are you? Of course not! You laugh in the face of fear... all three of them. Use your ghostly skills to solve complex puzzles, find secret passageways, hidden clues, and locate the lost pieces of the dismantled Lazarus Machine. Based on the hit movie, including some of the same great 3D animation, hilarious gags and original character voices, CASPER is a challenging adventure for you, your family and your friends! Just remember to choose your friends carefully!","The player spends a lot of time shuttling Casper through places he's already been, looking for the one doorway or vent he missed."
630,Castlevania,"If you think it's scary on the outside, wait'll you see the basement! You're in for the longest night of your life. Ghosts, goblins, demons, wolves, bats - creatures lurking around every corner. As you descend deeper and deeper, they get thicker and thicker. Better stick close to the cavern floor - it's your only chance of finding a weapon or two. You're gonna need 'em. Because when you finally meet the Count, you know he'll be going for the jugular. So keep your courage up and your stake sharp. And say your prayers!",Let's just hope this doesn't mark the end of the 2D era of Castlevania games.
631,Castlevania: Legacy of Darkness,"Before Reinhardt Schneider and Carrie Fernandez confronted Dracula, a magical warrior embarked on a quest that would ultimately lead him to Dracula's lair. Take control of Cornell, a powerful werewolf, who is seeking out the evil minions responsible for his sister's disappearance. Armed with the power to morph from human to werewolf, Cornell is destined to rescure his sister from a sinister plan and rid the world of Dracula once and for all. Will he succeed or fail? Will the past unravel the future? Discover the legacy in this exciting prequel.","Complaints aside, Castlevania: Legacy of Darkness is exactly what it sets out to be: a better version of the original."
632,Castlevania: Symphony of the Night,"As a descendant of Dracula, you must end the vampire bloodline. Can you rid the world of this unspeakable terror? Uncover the mystery of Castlevania and challenge an adventure as legendary as its name. Over 140 different enemies, bosses, and ghastly creatures. Awesome magical spells - transform into a bat, a wolf, or etheral mist. Hidden weapons, secrets, and characters...the largest Castlevania ever!",Quite possibly the best 2D action side scroller ever.
633,Castrol Honda Superbike Racing,"LEAN MACHINE  Join the World Champion Castrol Honda World Racing Team and mount your own RC45 SUPERBIKE. Flick it into the turns and slide the rear wheel. Race hard to earn the red and green feathers and win the championship!  THE BIKE  Tune your Honda RC45 using data from Castrol Honda team engineers  THE TRACKS  14 circuit tracks from around the world, including Honda's test track in Japan  6 DIFFICULTY LEVELS  Learn like a beginner or burn like a pro  REAL BIKE PHYSICS  All the speed, spills and thrills of world class racing  SPLIT-SCREEN MODE  Race a rival for the World Superbike Championship","It isn't a horrible game, but other than offering a strong simulation aspect, there's not much there."
636,Catz (1999),"All the fun of owning a cat without needing kitty litter. Catz Game Boy Color is the purrrfect way to take your Petz wherever you go. Adopt a Catz and play with and care for your frisky feline. If you are a good Petz owner, you will be rewarded. Measure the health, happiness, hunger, energy level and cleanliness of your Catz. High care and well-being levels will unlock different kinds of Catz (even in wacky colors!) for you to adopt. Your Catz will love to play with their feline Toyz! Find friends with other special toyz that you don't have and share them. You can even trade Breedz with your friends! A successful Catz owner will retire their Catz into the Hall of Fame, and unlock special Catz!  - Play Items Included: Flea Spray, Brush, Water Bowl, Food Bowl, Scratching Post, Bottle, Pillow, Spray Bottle, Ball of Yarn, Fish Treatz.  - Special Toyz May Include: Catnip Plant, Jingle Ball, Cat Dancer, Teddy Bear, Mouse, Special Bonus Toyz.  - The trading can continue because Catz owners can trade Petz and Toyz with each other!  Catz can now live and play on your Game Boy Color System!","Don't be fooled into thinking that Catz (or its sister title, Dogz) is actually a game."
640,Chameleon Twist,"Davy the Chameleon followed a peculiar rabbit into a magical pot, and now he is lost in a strange land! What's worse, he seems to have transformed into an alien. It looks like the only thing that is going to get him out of this mess is his chameleon tongue. A 3D action-adventure game for all ages! Training mode to improve basic gaming skills. Battle mode will provide a versus game with 2 - 4 players.",Chameleon Twist isn't worth ragging on too badly because it's not outwardly offensive in any way.
641,Chameleon Twist 2,"Get in a twist! The chameleon is back! Once again our courageous Chameleon is led into a splendid adventure by the wiley White Rabbit. Using his tongue and his new gadget, a parachute, he can make his way through all the magical worlds, collecting items, changing his clothes (being a chameleon), beating his enemies as well as locating the many secret rooms where there are mini-games to enthrall and delight.",The perspective problems lead to enough cheap deaths as to write off the game almost completely.
643,Chaos Overlords,"As a ""Chaos Overlord"" your task is simple: become the absolute ruler of the city or go down fighting.  Your chief tools of conquest are specialised criminal gangs which you employ to ""influence"" the business community, bribe local officials, and terminate the competition. To be succesful, you must hire the right ""talent,"" outfit them with state-of-the-art equipment, and issue brilliant and decisive tactical orders.",This is the most addictive game I have played in years.
